dato,skole,elevdag,laererdag,sfodag,kommentar
2017-06-16,Solbakken skole,nei,nei,nei,BH fri
2017-06-17,Solbakken skole,nei,nei,nei,Sommerferie
2017-06-18,Solbakken skole,nei,nei,nei,Sommerferie
2017-06-19,Solbakken skole,nei,nei,nei,Sommerferie
2017-06-20,Solbakken skole,nei,nei,nei,Sommerferie
2017-06-21,Solbakken skole,nei,nei,nei,Sommerferie
2017-06-22,Solbakken skole,nei,nei,nei,Sommerferie
2017-06-23,Solbakken skole,nei,nei,nei,Sommerferie
2017-06-24,Solbakken skole,nei,nei,nei,Sommerferie
2017-06-25,Solbakken skole,nei,nei,nei,Sommerferie
2017-06-26,Solbakken skole,nei,nei,nei,Sommerferie
2017-06-27,Solbakken skole,nei,nei,nei,Sommerferie
2017-06-28,Solbakken skole,nei,nei,nei,Sommerferie
2017-06-29,Solbakken skole,nei,nei,nei,Sommerferie
2017-06-30,Solbakken skole,nei,nei,nei,Sommerferie
2016-08-01,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-02,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-03,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-04,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-05,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-06,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-07,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-08,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-09,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-10,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-11,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-12,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-13,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-14,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-15,Spongdal skole,ja,ja,ja,Skolestart
2016-08-16,Spongdal skole,ja,ja,ja,
2016-08-17,Spongdal skole,ja,ja,ja,
2016-08-18,Spongdal skole,ja,ja,ja,
2016-08-19,Spongdal skole,ja,ja,ja,
2016-08-20,Spongdal skole,nei,nei,nei,Lørdag
2016-08-21,Spongdal skole,nei,nei,nei,Søndag 
2016-08-22,Spongdal skole,ja,ja,ja,
2016-08-23,Spongdal skole,ja,ja,ja,
2016-08-24,Spongdal skole,ja,ja,ja,
2016-08-25,Spongdal skole,ja,ja,ja,
2016-08-26,Spongdal skole,ja,ja,ja,
2016-08-27,Spongdal skole,nei,nei,nei,Lørdag
2016-08-28,Spongdal skole,nei,nei,nei,Søndag 
2016-08-29,Spongdal skole,ja,ja,ja,
2016-08-30,Spongdal skole,ja,ja,ja,
2016-08-31,Spongdal skole,ja,ja,ja,
2016-09-01,Spongdal skole,ja,ja,ja,
2016-09-02,Spongdal skole,ja,ja,ja,
2016-09-03,Spongdal skole,nei,nei,nei,Lørdag
2016-09-04,Spongdal skole,nei,nei,nei,Søndag 
2016-09-05,Spongdal skole,ja,ja,ja,
2016-09-06,Spongdal skole,ja,ja,ja,
2016-09-07,Spongdal skole,ja,ja,ja,
2016-09-08,Spongdal skole,ja,ja,ja,
2016-09-09,Spongdal skole,ja,ja,ja,
2016-09-10,Spongdal skole,nei,nei,nei,Lørdag
2016-09-11,Spongdal skole,nei,nei,nei,Søndag 
2016-09-12,Spongdal skole,ja,ja,ja,
2016-09-13,Spongdal skole,ja,ja,ja,
2016-09-14,Spongdal skole,ja,ja,ja,
2016-09-15,Spongdal skole,ja,ja,ja,
2016-09-16,Spongdal skole,ja,ja,ja,
2016-09-17,Spongdal skole,nei,nei,nei,Lørdag
2016-09-18,Spongdal skole,nei,nei,nei,Søndag 
2016-09-19,Spongdal skole,ja,ja,ja,
2016-09-20,Spongdal skole,ja,ja,ja,
2016-09-21,Spongdal skole,ja,ja,ja,
2016-09-22,Spongdal skole,ja,ja,ja,
2016-09-23,Spongdal skole,ja,ja,ja,
2016-09-24,Spongdal skole,nei,nei,nei,Lørdag
2016-09-25,Spongdal skole,nei,nei,nei,Søndag 
2016-09-26,Spongdal skole,ja,ja,ja,
2016-09-27,Spongdal skole,ja,ja,ja,
2016-09-28,Spongdal skole,ja,ja,ja,
2016-09-29,Spongdal skole,ja,ja,ja,
2016-09-30,Spongdal skole,ja,ja,ja,
2016-10-01,Spongdal skole,nei,nei,nei,Lørdag
2016-10-02,Spongdal skole,nei,nei,nei,Søndag 
2016-10-03,Spongdal skole,ja,ja,ja,
2016-10-04,Spongdal skole,ja,ja,ja,
2016-10-05,Spongdal skole,ja,ja,ja,
2016-10-06,Spongdal skole,ja,ja,ja,
2016-10-07,Spongdal skole,ja,ja,ja,
2016-10-08,Spongdal skole,nei,nei,nei,Lørdag
2016-10-09,Spongdal skole,nei,nei,nei,Søndag 
2016-10-10,Spongdal skole,nei,nei,nei,Høstferie
2016-10-11,Spongdal skole,nei,nei,nei,Høstferie
2016-10-12,Spongdal skole,nei,nei,nei,Høstferie
2016-10-13,Spongdal skole,nei,nei,nei,Høstferie
2016-10-14,Spongdal skole,nei,nei,nei,Høstferie
2016-10-15,Spongdal skole,nei,nei,nei,Lørdag
2016-10-16,Spongdal skole,nei,nei,nei,Søndag 
2016-10-17,Spongdal skole,Ja,Ja,Ja,
2016-10-18,Spongdal skole,Ja,Ja,Ja,
2016-10-19,Spongdal skole,Ja,Ja,Ja,
2016-10-20,Spongdal skole,Ja,Ja,Ja,
2016-10-21,Spongdal skole,Ja,Ja,Ja,
2016-10-22,Spongdal skole,nei,nei,nei,Lørdag
2016-10-23,Spongdal skole,nei,nei,nei,Søndag 
2016-10-24,Spongdal skole,Ja,Ja,Ja,
2016-10-25,Spongdal skole,Ja,Ja,Ja,
2016-10-26,Spongdal skole,Ja,Ja,Ja,
2016-10-27,Spongdal skole,Ja,Ja,Ja,
2016-10-28,Spongdal skole,Ja,Ja,Ja,
2016-10-29,Spongdal skole,nei,nei,nei,Lørdag
2016-10-30,Spongdal skole,nei,nei,nei,Søndag 
2016-10-31,Spongdal skole,ja,ja,ja,
2016-11-01,Spongdal skole,ja,ja,ja,
2016-11-02,Spongdal skole,ja,ja,ja,
2016-11-03,Spongdal skole,ja,ja,ja,
2016-11-04,Spongdal skole,ja,ja,ja,
2016-11-05,Spongdal skole,nei,nei,nei,Lørdag
2016-11-06,Spongdal skole,nei,nei,nei,Søndag 
2016-11-07,Spongdal skole,ja,ja,ja,
2016-11-08,Spongdal skole,ja,ja,ja,
2016-11-09,Spongdal skole,ja,ja,ja,
2016-11-10,Spongdal skole,ja,ja,ja,
2016-11-11,Spongdal skole,ja,ja,ja,
2016-11-12,Spongdal skole,nei,nei,nei,Lørdag
2016-11-13,Spongdal skole,nei,nei,nei,Søndag 
2016-11-14,Spongdal skole,ja,ja,ja,
2016-11-15,Spongdal skole,ja,ja,ja,
2016-11-16,Spongdal skole,ja,ja,ja,
2016-11-17,Spongdal skole,ja,ja,ja,
2016-11-18,Spongdal skole,ja,ja,ja,
2016-11-19,Spongdal skole,nei,nei,nei,Lørdag
2016-11-20,Spongdal skole,nei,nei,nei,Søndag 
2016-11-21,Spongdal skole,ja,ja,ja,
2016-11-22,Spongdal skole,ja,ja,ja,
2016-11-23,Spongdal skole,ja,ja,ja,
2016-11-24,Spongdal skole,ja,ja,ja,
2016-11-25,Spongdal skole,ja,ja,ja,
2016-11-26,Spongdal skole,nei,nei,nei,Lørdag
2016-11-27,Spongdal skole,nei,nei,nei,Søndag 
2016-11-28,Spongdal skole,ja,ja,ja,
2016-11-29,Spongdal skole,ja,ja,ja,
2016-11-30,Spongdal skole,ja,ja,ja,
2016-12-01,Spongdal skole,ja,ja,ja,
2016-12-02,Spongdal skole,ja,ja,ja,
2016-12-03,Spongdal skole,nei,nei,nei,Lørdag
2016-12-04,Spongdal skole,nei,nei,nei,Søndag 
2016-12-05,Spongdal skole,ja,ja,ja,
2016-12-06,Spongdal skole,ja,ja,ja,
2016-12-07,Spongdal skole,ja,ja,ja,
2016-12-08,Spongdal skole,ja,ja,ja,
2016-12-09,Spongdal skole,ja,ja,ja,
2016-12-10,Spongdal skole,nei,nei,nei,Lørdag
2016-12-11,Spongdal skole,nei,nei,nei,Søndag 
2016-12-12,Spongdal skole,ja,ja,ja,
2016-12-13,Spongdal skole,ja,ja,ja,
2016-12-14,Spongdal skole,ja,ja,ja,
2016-12-15,Spongdal skole,ja,ja,ja,
2016-12-16,Spongdal skole,ja,ja,ja,
2016-12-17,Spongdal skole,nei,nei,nei,Lørdag
2016-12-18,Spongdal skole,nei,nei,nei,Søndag 
2016-12-19,Spongdal skole,ja,ja,ja,
2016-12-20,Spongdal skole,ja,ja,ja,
2016-12-21,Spongdal skole,ja,ja,ja,Siste skoledag
2016-12-22,Spongdal skole,nei,nei,nei,Juleferie
2016-12-23,Spongdal skole,nei,nei,nei,Juleferie
2016-12-24,Spongdal skole,nei,nei,nei,Lørdag
2016-12-25,Spongdal skole,nei,nei,nei,Søndag 
2016-12-26,Spongdal skole,nei,nei,nei,Juleferie
2016-12-27,Spongdal skole,nei,nei,nei,Juleferie
2016-12-28,Spongdal skole,nei,nei,nei,Juleferie
2016-12-29,Spongdal skole,nei,nei,nei,Juleferie
2016-12-30,Spongdal skole,nei,nei,nei,Juleferie
2016-12-31,Spongdal skole,nei,nei,nei,Lørdag
2017-01-01,Spongdal skole,nei,nei,nei,Søndag/Nyttår
2017-01-02,Spongdal skole,ja,ja,ja,Først skoledag
2017-01-03,Spongdal skole,ja,ja,ja,
2017-01-04,Spongdal skole,ja,ja,ja,
2017-01-05,Spongdal skole,ja,ja,ja,
2017-01-06,Spongdal skole,ja,ja,ja,
2017-01-07,Spongdal skole,nei,nei,nei,Lørdag
2017-01-08,Spongdal skole,nei,nei,nei,Søndag 
2017-01-09,Spongdal skole,ja,ja,ja,
2017-01-10,Spongdal skole,ja,ja,ja,
2017-01-11,Spongdal skole,ja,ja,ja,
2017-01-12,Spongdal skole,ja,ja,ja,
2017-01-13,Spongdal skole,ja,ja,ja,
2017-01-14,Spongdal skole,nei,nei,nei,Lørdag
2017-01-15,Spongdal skole,nei,nei,nei,Søndag 
2017-01-16,Spongdal skole,ja,ja,ja,
2017-01-17,Spongdal skole,ja,ja,ja,
2017-01-18,Spongdal skole,ja,ja,ja,
2017-01-19,Spongdal skole,ja,ja,ja,
2017-01-20,Spongdal skole,ja,ja,ja,
2017-01-21,Spongdal skole,nei,nei,nei,Lørdag
2017-01-22,Spongdal skole,nei,nei,nei,Søndag 
2017-01-23,Spongdal skole,ja,ja,ja,
2017-01-24,Spongdal skole,ja,ja,ja,
2017-01-25,Spongdal skole,ja,ja,ja,
2017-01-26,Spongdal skole,ja,ja,ja,
2017-01-27,Spongdal skole,ja,ja,ja,Skole fri/ Barnehage fri
2017-01-28,Spongdal skole,nei,nei,nei,Lørdag
2017-01-29,Spongdal skole,nei,nei,nei,Søndag 
2017-01-30,Spongdal skole,ja,ja,ja,
2017-01-31,Spongdal skole,ja,ja,ja,
2017-02-01,Spongdal skole,ja,ja,ja,
2017-02-02,Spongdal skole,ja,ja,ja,
2017-02-03,Spongdal skole,ja,ja,ja,
2017-02-04,Spongdal skole,nei,nei,nei,Lørdag
2017-02-05,Spongdal skole,nei,nei,nei,Søndag 
2017-02-06,Spongdal skole,ja,ja,ja,
2017-02-07,Spongdal skole,ja,ja,ja,
2017-02-08,Spongdal skole,ja,ja,ja,
2017-02-09,Spongdal skole,ja,ja,ja,
2017-02-10,Spongdal skole,ja,ja,ja,
2017-02-11,Spongdal skole,nei,nei,nei,Lørdag
2017-02-12,Spongdal skole,nei,nei,nei,Søndag 
2017-02-13,Spongdal skole,ja,ja,ja,
2017-02-14,Spongdal skole,ja,ja,ja,
2017-02-15,Spongdal skole,ja,ja,ja,
2017-02-16,Spongdal skole,ja,ja,ja,
2017-02-17,Spongdal skole,ja,ja,ja,
2017-02-18,Spongdal skole,nei,nei,nei,Lørdag
2017-02-19,Spongdal skole,nei,nei,nei,Søndag 
2017-02-20,Spongdal skole,nei,nei,nei,Vinterferie
2017-02-21,Spongdal skole,nei,nei,nei,Vinterferie
2017-02-22,Spongdal skole,nei,nei,nei,Vinterferie
2017-02-23,Spongdal skole,nei,nei,nei,Vinterferie
2017-02-24,Spongdal skole,nei,nei,nei,Vinterferie
2017-02-25,Spongdal skole,nei,nei,nei,Lørdag
2017-02-26,Spongdal skole,nei,nei,nei,Søndag 
2017-02-27,Spongdal skole,ja,ja,ja,
2017-02-28,Spongdal skole,ja,ja,ja,
2017-03-01,Spongdal skole,ja,ja,ja,
2017-03-02,Spongdal skole,ja,ja,ja,
2017-03-03,Spongdal skole,ja,ja,ja,
2017-03-04,Spongdal skole,nei,nei,nei,Lørdag
2017-03-05,Spongdal skole,nei,nei,nei,Søndag 
2017-03-06,Spongdal skole,ja,ja,ja,
2017-03-07,Spongdal skole,ja,ja,ja,
2017-03-08,Spongdal skole,ja,ja,ja,
2017-03-09,Spongdal skole,ja,ja,ja,
2017-03-10,Spongdal skole,ja,ja,ja,
2017-03-11,Spongdal skole,nei,nei,nei,Lørdag
2017-03-12,Spongdal skole,nei,nei,nei,Søndag 
2017-03-13,Spongdal skole,ja,ja,ja,
2017-03-14,Spongdal skole,ja,ja,ja,
2017-03-15,Spongdal skole,ja,ja,ja,
2017-03-16,Spongdal skole,ja,ja,ja,
2017-03-17,Spongdal skole,ja,ja,ja,
2017-03-18,Spongdal skole,nei,nei,nei,Lørdag
2017-03-19,Spongdal skole,nei,nei,nei,Søndag 
2017-03-20,Spongdal skole,ja,ja,ja,
2017-03-21,Spongdal skole,ja,ja,ja,
2017-03-22,Spongdal skole,ja,ja,ja,
2017-03-23,Spongdal skole,ja,ja,ja,
2017-03-24,Spongdal skole,ja,ja,ja,
2017-03-25,Spongdal skole,nei,nei,nei,Lørdag
2017-03-26,Spongdal skole,nei,nei,nei,Søndag 
2017-03-27,Spongdal skole,ja,ja,ja,
2017-03-28,Spongdal skole,ja,ja,ja,
2017-03-29,Spongdal skole,ja,ja,ja,
2017-03-30,Spongdal skole,ja,ja,ja,
2017-03-31,Spongdal skole,ja,ja,ja,
2017-04-01,Spongdal skole,nei,nei,nei,Lørdag
2017-04-02,Spongdal skole,nei,nei,nei,Søndag 
2017-04-03,Spongdal skole,ja,ja,ja,
2017-04-04,Spongdal skole,ja,ja,ja,
2017-04-05,Spongdal skole,ja,ja,ja,
2017-04-06,Spongdal skole,ja,ja,ja,
2017-04-07,Spongdal skole,ja,ja,ja,
2017-04-08,Spongdal skole,nei,nei,nei,Lørdag
2017-04-09,Spongdal skole,nei,nei,nei,Søndag 
2017-04-10,Spongdal skole,nei,nei,nei,Påskeferie
2017-04-11,Spongdal skole,nei,nei,nei,Påskeferie
2017-04-12,Spongdal skole,nei,nei,nei,Påskeferie
2017-04-13,Spongdal skole,nei,nei,nei,Påskeferie
2017-04-14,Spongdal skole,nei,nei,nei,Påskeferie
2017-04-15,Spongdal skole,nei,nei,nei,Lørdag
2017-04-16,Spongdal skole,nei,nei,nei,Søndag 
2017-04-17,Spongdal skole,nei,nei,nei,2. Påskedag
2017-04-18,Spongdal skole,ja,ja,ja,
2017-04-19,Spongdal skole,ja,ja,ja,
2017-04-20,Spongdal skole,ja,ja,ja,
2017-04-21,Spongdal skole,ja,ja,ja,
2017-04-22,Spongdal skole,nei,nei,nei,Lørdag
2017-04-23,Spongdal skole,nei,nei,nei,Søndag 
2017-04-24,Spongdal skole,ja,ja,ja,
2017-04-25,Spongdal skole,ja,ja,ja,
2017-04-26,Spongdal skole,ja,ja,ja,
2017-04-27,Spongdal skole,ja,ja,ja,
2017-04-28,Spongdal skole,ja,ja,ja,
2017-04-29,Spongdal skole,nei,nei,nei,Lørdag
2017-04-30,Spongdal skole,nei,nei,nei,Søndag 
2017-05-01,Spongdal skole,nei,nei,nei,1 mai
2017-05-02,Spongdal skole,ja,ja,ja,
2017-05-03,Spongdal skole,ja,ja,ja,
2017-05-04,Spongdal skole,ja,ja,ja,
2017-05-05,Spongdal skole,ja,ja,ja,
2017-05-06,Spongdal skole,nei,nei,nei,Lørdag
2017-05-07,Spongdal skole,nei,nei,nei,Søndag 
2017-05-08,Spongdal skole,ja,ja,ja,
2017-05-09,Spongdal skole,ja,ja,ja,
2017-05-10,Spongdal skole,ja,ja,ja,
2017-05-11,Spongdal skole,ja,ja,ja,
2017-05-12,Spongdal skole,ja,ja,ja,
2017-05-13,Spongdal skole,nei,nei,nei,Lørdag
2017-05-14,Spongdal skole,nei,nei,nei,Søndag 
2017-05-15,Spongdal skole,ja,ja,ja,
2017-05-16,Spongdal skole,ja,ja,ja,
2017-05-17,Spongdal skole,nei,nei,nei,17. mai
2017-05-18,Spongdal skole,ja,ja,ja,
2017-05-19,Spongdal skole,ja,ja,ja,
2017-05-20,Spongdal skole,nei,nei,nei,Lørdag
2017-05-21,Spongdal skole,nei,nei,nei,Søndag 
2017-05-22,Spongdal skole,ja,ja,ja,
2017-05-23,Spongdal skole,ja,ja,ja,
2017-05-24,Spongdal skole,ja,ja,ja,
2017-05-25,Spongdal skole,nei,nei,nei,Kr. hf. fridag
2017-05-26,Spongdal skole,nei,nei,nei,Skole fri
2017-05-27,Spongdal skole,nei,nei,nei,Lørdag
2017-05-28,Spongdal skole,nei,nei,nei,Søndag 
2017-05-29,Spongdal skole,ja,ja,ja,
2017-05-30,Spongdal skole,ja,ja,ja,
2017-05-31,Spongdal skole,ja,ja,ja,
2017-06-01,Spongdal skole,ja,ja,ja,
2017-06-02,Spongdal skole,ja,ja,ja,
2017-06-03,Spongdal skole,nei,nei,nei,Lørdag
2017-06-04,Spongdal skole,nei,nei,nei,Søndag 
2017-06-05,Spongdal skole,nei,nei,nei,2. Pinsedag
2017-06-06,Spongdal skole,ja,ja,ja,
2017-06-07,Spongdal skole,ja,ja,ja,
2017-06-08,Spongdal skole,ja,ja,ja,
2017-06-09,Spongdal skole,ja,ja,ja,
2017-06-10,Spongdal skole,nei,nei,nei,Lørdag
2017-06-11,Spongdal skole,nei,nei,nei,Søndag 
2017-06-12,Spongdal skole,ja,ja,ja,
2017-06-13,Spongdal skole,ja,ja,ja,
2017-06-14,Spongdal skole,ja,ja,ja,
2017-06-15,Spongdal skole,ja,ja,ja,Siste skoledag
2017-06-16,Spongdal skole,nei,nei,nei,BH fri
2017-06-17,Spongdal skole,nei,nei,nei,Sommerferie
2017-06-18,Spongdal skole,nei,nei,nei,Sommerferie
2017-06-19,Spongdal skole,nei,nei,nei,Sommerferie
2017-06-20,Spongdal skole,nei,nei,nei,Sommerferie
2017-06-21,Spongdal skole,nei,nei,nei,Sommerferie
2017-06-22,Spongdal skole,nei,nei,nei,Sommerferie
2017-06-23,Spongdal skole,nei,nei,nei,Sommerferie
2017-06-24,Spongdal skole,nei,nei,nei,Sommerferie
2017-06-25,Spongdal skole,nei,nei,nei,Sommerferie
2017-06-26,Spongdal skole,nei,nei,nei,Sommerferie
2017-06-27,Spongdal skole,nei,nei,nei,Sommerferie
2017-06-28,Spongdal skole,nei,nei,nei,Sommerferie
2017-06-29,Spongdal skole,nei,nei,nei,Sommerferie
2017-06-30,Spongdal skole,nei,nei,nei,Sommerferie
2016-08-01,Stabbursmoen skole,nei,nei,nei,Sommerferie
2016-08-02,Stabbursmoen skole,nei,nei,nei,Sommerferie
2016-08-03,Stabbursmoen skole,nei,nei,nei,Sommerferie
2016-08-04,Stabbursmoen skole,nei,nei,nei,Sommerferie
2016-08-05,Stabbursmoen skole,nei,nei,nei,Sommerferie
2016-08-06,Stabbursmoen skole,nei,nei,nei,Sommerferie
2016-08-07,Stabbursmoen skole,nei,nei,nei,Sommerferie
2016-08-08,Stabbursmoen skole,nei,nei,nei,Sommerferie
2016-08-09,Stabbursmoen skole,nei,nei,nei,Sommerferie
2016-08-10,Stabbursmoen skole,nei,nei,nei,Sommerferie
2016-08-11,Stabbursmoen skole,nei,nei,nei,Sommerferie
2016-08-12,Stabbursmoen skole,nei,nei,nei,Sommerferie
2016-08-13,Stabbursmoen skole,nei,nei,nei,Sommerferie
2016-08-14,Stabbursmoen skole,nei,nei,nei,Sommerferie
2016-08-15,Stabbursmoen skole,ja,ja,ja,Skolestart
2016-08-16,Stabbursmoen skole,ja,ja,ja,
2016-08-17,Stabbursmoen skole,ja,ja,ja,
2016-08-18,Stabbursmoen skole,ja,ja,ja,
2016-08-19,Stabbursmoen skole,ja,ja,ja,
2016-08-20,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-08-21,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-08-22,Stabbursmoen skole,ja,ja,ja,
2016-08-23,Stabbursmoen skole,ja,ja,ja,
2016-08-24,Stabbursmoen skole,ja,ja,ja,
2016-08-25,Stabbursmoen skole,ja,ja,ja,
2016-08-26,Stabbursmoen skole,ja,ja,ja,
2016-08-27,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-08-28,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-08-29,Stabbursmoen skole,ja,ja,ja,
2016-08-30,Stabbursmoen skole,ja,ja,ja,
2016-08-31,Stabbursmoen skole,ja,ja,ja,
2016-09-01,Stabbursmoen skole,ja,ja,ja,
2016-09-02,Stabbursmoen skole,ja,ja,ja,
2016-09-03,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-09-04,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-09-05,Stabbursmoen skole,ja,ja,ja,
2016-09-06,Stabbursmoen skole,ja,ja,ja,
2016-09-07,Stabbursmoen skole,ja,ja,ja,
2016-09-08,Stabbursmoen skole,ja,ja,ja,
2016-09-09,Stabbursmoen skole,ja,ja,ja,
2016-09-10,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-09-11,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-09-12,Stabbursmoen skole,ja,ja,ja,
2016-09-13,Stabbursmoen skole,ja,ja,ja,
2016-09-14,Stabbursmoen skole,ja,ja,ja,
2016-09-15,Stabbursmoen skole,ja,ja,ja,
2016-09-16,Stabbursmoen skole,ja,ja,ja,
2016-09-17,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-09-18,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-09-19,Stabbursmoen skole,ja,ja,ja,
2016-09-20,Stabbursmoen skole,ja,ja,ja,
2016-09-21,Stabbursmoen skole,ja,ja,ja,
2016-09-22,Stabbursmoen skole,ja,ja,ja,
2016-09-23,Stabbursmoen skole,ja,ja,ja,
2016-09-24,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-09-25,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-09-26,Stabbursmoen skole,ja,ja,ja,
2016-09-27,Stabbursmoen skole,ja,ja,ja,
2016-09-28,Stabbursmoen skole,ja,ja,ja,
2016-09-29,Stabbursmoen skole,ja,ja,ja,
2016-09-30,Stabbursmoen skole,ja,ja,ja,
2016-10-01,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-10-02,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-10-03,Stabbursmoen skole,ja,ja,ja,
2016-10-04,Stabbursmoen skole,ja,ja,ja,
2016-10-05,Stabbursmoen skole,ja,ja,ja,
2016-10-06,Stabbursmoen skole,ja,ja,ja,
2016-10-07,Stabbursmoen skole,ja,ja,ja,
2016-10-08,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-10-09,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-10-10,Stabbursmoen skole,nei,nei,nei,Høstferie
2016-10-11,Stabbursmoen skole,nei,nei,nei,Høstferie
2016-10-12,Stabbursmoen skole,nei,nei,nei,Høstferie
2016-10-13,Stabbursmoen skole,nei,nei,nei,Høstferie
2016-10-14,Stabbursmoen skole,nei,nei,nei,Høstferie
2016-10-15,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-10-16,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-10-17,Stabbursmoen skole,Ja,Ja,Ja,
2016-10-18,Stabbursmoen skole,Ja,Ja,Ja,
2016-10-19,Stabbursmoen skole,Ja,Ja,Ja,
2016-10-20,Stabbursmoen skole,Ja,Ja,Ja,
2016-10-21,Stabbursmoen skole,Ja,Ja,Ja,
2016-10-22,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-10-23,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-10-24,Stabbursmoen skole,Ja,Ja,Ja,
2016-10-25,Stabbursmoen skole,Ja,Ja,Ja,
2016-10-26,Stabbursmoen skole,Ja,Ja,Ja,
2016-10-27,Stabbursmoen skole,Ja,Ja,Ja,
2016-10-28,Stabbursmoen skole,Ja,Ja,Ja,
2016-10-29,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-10-30,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-10-31,Stabbursmoen skole,ja,ja,ja,
2016-11-01,Stabbursmoen skole,ja,ja,ja,
2016-11-02,Stabbursmoen skole,ja,ja,ja,
2016-11-03,Stabbursmoen skole,ja,ja,ja,
2016-11-04,Stabbursmoen skole,ja,ja,ja,
2016-11-05,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-11-06,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-11-07,Stabbursmoen skole,ja,ja,ja,
2016-11-08,Stabbursmoen skole,ja,ja,ja,
2016-11-09,Stabbursmoen skole,ja,ja,ja,
2016-11-10,Stabbursmoen skole,ja,ja,ja,
2016-11-11,Stabbursmoen skole,ja,ja,ja,
2016-11-12,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-11-13,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-11-14,Stabbursmoen skole,ja,ja,ja,
2016-11-15,Stabbursmoen skole,ja,ja,ja,
2016-11-16,Stabbursmoen skole,ja,ja,ja,
2016-11-17,Stabbursmoen skole,ja,ja,ja,
2016-11-18,Stabbursmoen skole,ja,ja,ja,
2016-11-19,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-11-20,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-11-21,Stabbursmoen skole,ja,ja,ja,
2016-11-22,Stabbursmoen skole,ja,ja,ja,
2016-11-23,Stabbursmoen skole,ja,ja,ja,
2016-11-24,Stabbursmoen skole,ja,ja,ja,
2016-11-25,Stabbursmoen skole,ja,ja,ja,
2016-11-26,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-11-27,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-11-28,Stabbursmoen skole,ja,ja,ja,
2016-11-29,Stabbursmoen skole,ja,ja,ja,
2016-11-30,Stabbursmoen skole,ja,ja,ja,
2016-12-01,Stabbursmoen skole,ja,ja,ja,
2016-12-02,Stabbursmoen skole,ja,ja,ja,
2016-12-03,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-12-04,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-12-05,Stabbursmoen skole,ja,ja,ja,
2016-12-06,Stabbursmoen skole,ja,ja,ja,
2016-12-07,Stabbursmoen skole,ja,ja,ja,
2016-12-08,Stabbursmoen skole,ja,ja,ja,
2016-12-09,Stabbursmoen skole,ja,ja,ja,
2016-12-10,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-12-11,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-12-12,Stabbursmoen skole,ja,ja,ja,
2016-12-13,Stabbursmoen skole,ja,ja,ja,
2016-12-14,Stabbursmoen skole,ja,ja,ja,
2016-12-15,Stabbursmoen skole,ja,ja,ja,
2016-12-16,Stabbursmoen skole,ja,ja,ja,
2016-12-17,Stabbursmoen skole,nei,nei,nei,Lørdag
2016-12-18,Stabbursmoen skole,nei,nei,nei,Søndag 
2016-12-19,Stabbursmoen skole,ja,ja,ja,
2016-12-20,Stabbursmoen skole,ja,ja,ja,
