dato,skole,elevdag,laererdag,sfodag,kommentar,,,,,,
04-03-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
05-03-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
06-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
07-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
08-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
09-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
10-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
11-03-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
12-03-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
13-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
14-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
15-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
16-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
17-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
18-03-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
19-03-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
20-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
21-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
22-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
23-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
24-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
25-03-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
26-03-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
27-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
28-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
29-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
30-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
31-03-17,Auglend skole,Ja,Ja,Ja,,,,,,,
01-04-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
02-04-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
03-04-17,Auglend skole,Ja,Ja,Ja,,,,,,,
04-04-17,Auglend skole,Ja,Ja,Ja,,,,,,,
05-04-17,Auglend skole,Ja,Ja,Ja,,,,,,,
06-04-17,Auglend skole,Ja,Ja,Ja,,,,,,,
07-04-17,Auglend skole,Ja,Ja,Ja,,,,,,,
08-04-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
09-04-17,Auglend skole,Nei,Nei,Nei,Palmesøndag,,,,,,
10-04-17,Auglend skole,Nei,Nei,Ja,Påskeferie,,,,,,
11-04-17,Auglend skole,Nei,Nei,Ja,Påskeferie,,,,,,
12-04-17,Auglend skole,Nei,Nei,Ja,Påskeferie,,,,,,
13-04-17,Auglend skole,Nei,Nei,Nei,Skjærtorsdag,,,,,,
14-04-17,Auglend skole,Nei,Nei,Nei,Langfredag,,,,,,
15-04-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
16-04-17,Auglend skole,Nei,Nei,Nei,1. påskedag,,,,,,
17-04-17,Auglend skole,Nei,Nei,Nei,2. påskedag,,,,,,
18-04-17,Auglend skole,Ja,Ja,Ja,,,,,,,
19-04-17,Auglend skole,Ja,Ja,Ja,,,,,,,
20-04-17,Auglend skole,Ja,Ja,Ja,,,,,,,
21-04-17,Auglend skole,Ja,Ja,Ja,,,,,,,
22-04-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
23-04-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
24-04-17,Auglend skole,Ja,Ja,Ja,,,,,,,
25-04-17,Auglend skole,Ja,Ja,Ja,,,,,,,
26-04-17,Auglend skole,Ja,Ja,Ja,,,,,,,
27-04-17,Auglend skole,Ja,Ja,Ja,,,,,,,
28-04-17,Auglend skole,Ja,Ja,Ja,,,,,,,
29-04-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
30-04-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
01-05-17,Auglend skole,Nei,Nei,Nei,Off. Høytidsdag,,,,,,
02-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
03-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
04-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
05-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
06-05-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
07-05-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
08-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
09-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
10-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
11-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
12-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
13-05-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
14-05-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
15-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
16-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
17-05-17,Auglend skole,Nei,Nei,Nei,Grunnlovsdag,,,,,,
18-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
19-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
20-05-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
21-05-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
22-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
23-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
24-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
25-05-17,Auglend skole,Nei,Nei,Nei,Kristi Himmelfartsdag,,,,,,
26-05-17,Auglend skole,Nei,Nei,Nei,Fridag,,,,,,
27-05-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
28-05-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
29-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
30-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
31-05-17,Auglend skole,Ja,Ja,Ja,,,,,,,
01-06-17,Auglend skole,Ja,Ja,Ja,,,,,,,
02-06-17,Auglend skole,Ja,Ja,Ja,,,,,,,
03-06-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
04-06-17,Auglend skole,Nei,Nei,Nei,1. pinsedag,,,,,,
05-06-17,Auglend skole,Nei,Nei,Nei,2. pinsedag,,,,,,
06-06-17,Auglend skole,Nei,Ja,Nei,Planleggingsdag,,,,,,
07-06-17,Auglend skole,Ja,Ja,Ja,,,,,,,
08-06-17,Auglend skole,Ja,Ja,Ja,,,,,,,
09-06-17,Auglend skole,Ja,Ja,Ja,,,,,,,
10-06-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
11-06-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
12-06-17,Auglend skole,Ja,Ja,Ja,,,,,,,
13-06-17,Auglend skole,Ja,Ja,Ja,,,,,,,
14-06-17,Auglend skole,Ja,Ja,Ja,,,,,,,
15-06-17,Auglend skole,Ja,Ja,Ja,,,,,,,
16-06-17,Auglend skole,Ja,Ja,Ja,,,,,,,
17-06-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
18-06-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
19-06-17,Auglend skole,Ja,Ja,Ja,,,,,,,
20-06-17,Auglend skole,Ja,Ja,Ja,,,,,,,
21-06-17,Auglend skole,Ja,Ja,Ja,,,,,,,
22-06-17,Auglend skole,Ja,Ja,Ja,,,,,,,
23-06-17,Auglend skole,Nei,Nei,Ja,,,,,,,
24-06-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
25-06-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
26-06-17,Auglend skole,Nei,Nei,Ja,,,,,,,
27-06-17,Auglend skole,Nei,Nei,Ja,,,,,,,
28-06-17,Auglend skole,Nei,Nei,Ja,,,,,,,
29-06-17,Auglend skole,Nei,Nei,Ja,,,,,,,
30-06-17,Auglend skole,Nei,Nei,Ja,Siste dag - SFO,,,,,,
01-07-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
02-07-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
03-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
04-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
05-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
06-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
07-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
08-07-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
09-07-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
10-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
11-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
12-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
13-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
14-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
15-07-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
16-07-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
17-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
18-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
19-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
20-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
21-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
22-07-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
23-07-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
24-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
25-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
26-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
27-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
28-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
29-07-17,Auglend skole,Nei,Nei,Nei,Lørdag,,,,,,
30-07-17,Auglend skole,Nei,Nei,Nei,Søndag,,,,,,
31-07-17,Auglend skole,Nei,Nei,Nei,,,,,,,
01-08-16,Austbø skole,Nei,Nei,Nei,,,,,,,
02-08-16,Austbø skole,Nei,Nei,Nei,,,,,,,
03-08-16,Austbø skole,Nei,Nei,Nei,,,,,,,
04-08-16,Austbø skole,Nei,Nei,Nei,,,,,,,
05-08-16,Austbø skole,Nei,Nei,Nei,,,,,,,
06-08-16,Austbø skole,Nei,Nei,Nei,Lørdag,,,,,,
07-08-16,Austbø skole,Nei,Nei,Nei,Søndag,,,,,,
08-08-16,Austbø skole,Nei,Nei,Nei,,,,,,,
09-08-16,Austbø skole,Nei,Nei,Nei,,,,,,,
10-08-16,Austbø skole,Nei,Nei,Nei,,,,,,,
11-08-16,Austbø skole,Nei,Nei,Nei,,,,,,,
12-08-16,Austbø skole,Nei,Nei,Nei,,,,,,,
13-08-16,Austbø skole,Nei,Nei,Nei,Lørdag,,,,,,
14-08-16,Austbø skole,Nei,Nei,Nei,Søndag,,,,,,
15-08-16,Austbø skole,Nei,Ja,Nei,Planleggingsdag,,,,,,
16-08-16,Austbø skole,Nei,Ja,Nei,Planleggingsdag,,,,,,
17-08-16,Austbø skole,Nei,Ja,Nei,Planleggingsdag,,,,,,
18-08-16,Austbø skole,Ja,Ja,Nei,Første skoledag,,,,,,
19-08-16,Austbø skole,Ja,Ja,Nei,,,,,,,
20-08-16,Austbø skole,Nei,Nei,Nei,Lørdag,,,,,,
21-08-16,Austbø skole,Nei,Nei,Nei,Søndag,,,,,,
22-08-16,Austbø skole,Ja,Ja,Nei,,,,,,,
23-08-16,Austbø skole,Ja,Ja,Nei,,,,,,,
24-08-16,Austbø skole,Ja,Ja,Nei,,,,,,,
25-08-16,Austbø skole,Ja,Ja,Nei,,,,,,,
26-08-16,Austbø skole,Ja,Ja,Nei,,,,,,,
27-08-16,Austbø skole,Nei,Nei,Nei,Lørdag,,,,,,
28-08-16,Austbø skole,Nei,Nei,Nei,Søndag,,,,,,
29-08-16,Austbø skole,Ja,Ja,Nei,,,,,,,
30-08-16,Austbø skole,Ja,Ja,Nei,,,,,,,
31-08-16,Austbø skole,Ja,Ja,Nei,,,,,,,
01-09-16,Austbø skole,Ja,Ja,Nei,,,,,,,
02-09-16,Austbø skole,Ja,Ja,Nei,,,,,,,
03-09-16,Austbø skole,Nei,Nei,Nei,Lørdag,,,,,,
04-09-16,Austbø skole,Nei,Nei,Nei,Søndag,,,,,,
05-09-16,Austbø skole,Ja,Ja,Nei,,,,,,,
06-09-16,Austbø skole,Ja,Ja,Nei,,,,,,,
07-09-16,Austbø skole,Ja,Ja,Nei,,,,,,,
08-09-16,Austbø skole,Ja,Ja,Nei,,,,,,,
09-09-16,Austbø skole,Ja,Ja,Nei,,,,,,,
10-09-16,Austbø skole,Nei,Nei,Nei,Lørdag,,,,,,
11-09-16,Austbø skole,Nei,Nei,Nei,Søndag,,,,,,
12-09-16,Austbø skole,Ja,Ja,Nei,,,,,,,
13-09-16,Austbø skole,Ja,Ja,Nei,,,,,,,
14-09-16,Austbø skole,Ja,Ja,Nei,,,,,,,
15-09-16,Austbø skole,Ja,Ja,Nei,,,,,,,
16-09-16,Austbø skole,Ja,Ja,Nei,,,,,,,
17-09-16,Austbø skole,Nei,Nei,Nei,Lørdag,,,,,,
